1134 1139 1144 1149 1154 1159 1164 1169 1174 1179 1184 1189 1194 1199 1204 1209 1214 1219 1224 1229 1234 1239 1244 1249 1254 1259 1264 1269 1274 1295 1300 1305 1310 1315 1320 1325 1330 1335 1340 1345 1350 1355 1360 1365 1370 1375 1380 1385 1390 1395 1400 1405 1410 1415 1420 1425 1430
3.234117557905942e-06 3.1744993890319226e-06 3.0934209148708436e-06 3.0845420080583006e-06 3.1264579023411366e-06 3.1807128709480744e-06 3.169956497213936e-06 3.2667907108387144e-06 3.317081313206715e-06 3.4369880829836433e-06 3.449491960611025e-06 3.483141296235144e-06 3.6610764392650626e-06 3.72169150023765e-06 3.6922128807669537e-06 3.68821267147494e-06 3.7759213753377585e-06 3.867333740995154e-06 3.937239610324046e-06 3.897320624321998e-06 3.945512847395378e-06 3.936960927125447e-06 3.86059221382018e-06 3.846024961999141e-06 3.7580794967338e-06 3.6948745844700106e-06 3.704473249173346e-06 3.6102677716435914e-06 3.632116708298548e-06 3.5489454092647455e-06 3.5754110322438247e-06 3.5310360964884807e-06 3.616944641860556e-06 3.778599944136497e-06 3.758438788560322e-06 3.7666593586926502e-06 3.7370510086128537e-06 3.9358559539264775e-06 3.933364539222594e-06 3.850055551109805e-06 3.898709950804855e-06 4.069114720406657e-06 3.9905137132534494e-06 3.963855097109351e-06 4.012726700435253e-06 4.095531310295005e-06 4.069083012550035e-06 4.025396244893567e-06 3.9912354445742784e-06 4.047662471212566e-06 3.996443943468368e-06 3.830907432270394e-06 3.877455397117282e-06 3.8694551061095505e-06 3.881656370826585e-06 3.695316722415974e-06 3.76791416622701e-06
4.384826500049059e-06 4.3256403002880986e-06 4.205205507947874e-06 4.184556104461889e-06 4.2547962273639526e-06 4.323959152710018e-06 4.279551211594528e-06 4.400244318700604e-06 4.475742722540367e-06 4.604083913729999e-06 4.621939205771464e-06 4.6661430552818546e-06 4.907205575625671e-06 4.994858003670999e-06 4.9433313804628735e-06 4.928915156112445e-06 5.055048304364504e-06 5.170116758676232e-06 5.287566906001422e-06 5.235717263071039e-06 5.3046867102465125e-06 5.3137499606544494e-06 5.183323043776073e-06 5.159024895917323e-06 5.035822955152782e-06 4.935545328313993e-06 4.965288223951916e-06 4.862632574444835e-06 4.89332667002247e-06 4.7433288542637735e-06 4.770349617903703e-06 4.727875907737938e-06 4.864248454394172e-06 5.0479328697608085e-06 5.036273609049132e-06 5.0610634878883215e-06 5.0043266088060125e-06 5.267512049976424e-06 5.267833498340345e-06 5.158105762983898e-06 5.235486941082393e-06 5.464337724873894e-06 5.3501841914510145e-06 5.303102184713067e-06 5.348816463469817e-06 5.475519351763481e-06 5.449175296744822e-06 5.387483478939252e-06 5.325534532563963e-06 5.383104089592415e-06 5.306061353504779e-06 5.0889750599332424e-06 5.139416102518503e-06 5.137398976690364e-06 5.135685293784733e-06 4.899743309034011e-06 4.987788684791055e-06
4.849511502337155e-06 4.847304115857307e-06 4.73519139501718e-06 4.726053811898927e-06 4.8367740975060145e-06 4.926836754177144e-06 4.849122723079458e-06 4.9727599014167844e-06 5.076547118082128e-06 5.180943678425539e-06 5.208197273791773e-06 5.253589457539349e-06 5.526077246816427e-06 5.634949864567397e-06 5.558465528066279e-06 5.534254031379308e-06 5.68095387186208e-06 5.792787341467715e-06 5.951324415692402e-06 5.908377179972681e-06 5.988783299385781e-06 6.022840502779953e-06 5.842140707424673e-06 5.814648563742643e-06 5.669114006269146e-06 5.538939292467864e-06 5.59363034312649e-06 5.511806501126954e-06 5.547284523225581e-06 5.348691782996079e-06 5.359308726983125e-06 5.348224946837792e-06 5.532619938740893e-06 5.690146927558817e-06 5.711702093003936e-06 5.762565080119498e-06 5.688478094528688e-06 5.983629840172671e-06 6.002165539879609e-06 5.889478486902775e-06 6.01091678486163e-06 6.27519322571131e-06 6.145886787669211e-06 6.087969202110715e-06 6.122281343549751e-06 6.302917092728179e-06 6.3062567429309325e-06 6.2349000354127986e-06 6.152866888153645e-06 6.206811849283402e-06 6.115192660528594e-06 5.884353776878319e-06 5.9354261167665236e-06 5.954721863651321e-06 5.941322667147079e-06 5.69326209755614e-06 5.788638895116408e-06
4.9787642849658904e-06 5.03278436260589e-06 4.952471697667773e-06 4.95978084600988e-06 5.092395613544888e-06 5.201612151314386e-06 5.096181943593074e-06 5.1924675718984166e-06 5.317095043562984e-06 5.379652862269009e-06 5.412014277884788e-06 5.44321544256663e-06 5.715925093549185e-06 5.8385153043730415e-06 5.7366877442864285e-06 5.710723612619445e-06 5.855304589585745e-06 5.941245728034115e-06 6.124632200221022e-06 6.118659965908531e-06 6.2001139603655675e-06 6.258613510898e-06 6.0490760508140744e-06 6.031918673590538e-06 5.879930004685283e-06 5.737964455626416e-06 5.813505840298195e-06 5.7664202758772e-06 5.8014501487942605e-06 5.577301381265548e-06 5.548361130491643e-06 5.588310646023247e-06 5.806715694527074e-06 5.899237459496399e-06 5.9669714358988905e-06 6.037394687027384e-06 5.958582894673322e-06 6.248766496759984e-06 6.295355716518275e-06 6.1890705979912044e-06 6.3569309979345736e-06 6.623848060251713e-06 6.493627358734085e-06 6.427425959909291e-06 6.443131169436967e-06 6.672166311677718e-06 6.723994240559258e-06 6.637647859456558e-06 6.543955112599187e-06 6.5890621414586615e-06 6.485640369183102e-06 6.271301158266843e-06 6.318847840467151e-06 6.366041464392457e-06 6.343815833034237e-06 6.113791523623757e-06 6.206244118283315e-06
5.046848716756579e-06 5.1360168871253825e-06 5.102372967658841e-06 5.125973190953925e-06 5.252626301511291e-06 5.381122721971882e-06 5.26337428872987e-06 5.307891435867483e-06 5.44160165756388e-06 5.462109441224112e-06 5.489600154944706e-06 5.495588485516761e-06 5.746887684285233e-06 5.878313200699935e-06 5.753450882781101e-06 5.735656898385909e-06 5.858272265391999e-06 5.905801052661792e-06 6.094973740961758e-06 6.146538899161266e-06 6.218097725677074e-06 6.300159135312947e-06 6.089801579469857e-06 6.091315083590913e-06 5.948825172307239e-06 5.817789897372448e-06 5.902647103082034e-06 5.891916582612036e-06 5.9225570597696896e-06 5.699411980403792e-06 5.61389701491259e-06 5.709389301417076e-06 5.948954768743306e-06 5.957625311975526e-06 6.070485192463075e-06 6.144495098543554e-06 6.072888843774723e-06 6.332388300909248e-06 6.412648611010002e-06 6.3116065322343e-06 6.512567455578348e-06 6.7562629231783964e-06 6.633801638668207e-06 6.555439637960067e-06 6.553510051203468e-06 6.8133657767278234e-06 6.914815066305151e-06 6.80206786486639e-06 6.706869857784789e-06 6.739902205951055e-06 6.619420984665633e-06 6.434175196142261e-06 6.479117926350945e-06 6.554050068979308e-06 6.521009666497136e-06 6.328068831100253e-06 6.410566869991568e-06
5.130695329976466e-06 5.232861585429175e-06 5.257030285630649e-06 5.2972914669429106e-06 5.397326194706095e-06 5.546165023892177e-06 5.435899031805241e-06 5.419598165919908e-06 5.547727630683376e-06 5.535835242407007e-06 5.548656371950696e-06 5.529061898642903e-06 5.744985831889148e-06 5.882523107133412e-06 5.7367602168525475e-06 5.730901164941281e-06 5.819987272173655e-06 5.8267088210916085e-06 6.0037422788066465e-06 6.117598556875965e-06 6.170356204718071e-06 6.282068251400245e-06 6.095279993995687e-06 6.111609900268737e-06 5.992682086069818e-06 5.895190661500748e-06 5.972342817242339e-06 5.9987986978433135e-06 6.02434158032031e-06 5.830360285154498e-06 5.685771239864546e-06 5.828155536653464e-06 6.083840840495606e-06 6.008699971019904e-06 6.155034289877394e-06 6.214032486817333e-06 6.159251931059218e-06 6.37697876580088e-06 6.491560482600488e-06 6.397185260400804e-06 6.605182718477854e-06 6.812885094595201e-06 6.708163144644631e-06 6.613576848644808e-06 6.603261419387852e-06 6.870472839762389e-06 7.0089070634787005e-06 6.8664794720146176e-06 6.781582493952554e-06 6.8020952816856145e-06 6.660387238088121e-06 6.502704109224737e-06 6.554846214577954e-06 6.658163425546086e-06 6.605812698746374e-06 6.46643579552829e-06 6.537764615415407e-06
5.239184500868099e-06 5.335067814819714e-06 5.4186022222994e-06 5.475951486592956e-06 5.5396449209402e-06 5.701975040760954e-06 5.6144359210175846e-06 5.5443987527975335e-06 5.6501907824826075e-06 5.618617091768576e-06 5.612415474132554e-06 5.576269741329144e-06 5.7471765328790735e-06 5.887116187671773e-06 5.718928749416816e-06 5.717718995852947e-06 5.7744661279082895e-06 5.746531115020309e-06 5.8972442971874206e-06 6.062319829647452e-06 6.094743740572029e-06 6.247456272653614e-06 6.0993491526042765e-06 6.120387015442239e-06 6.032545660130852e-06 5.988366498273164e-06 6.0369553831583295e-06 6.105529325037669e-06 6.12894050381638e-06 5.989465751796299e-06 5.797237917420234e-06 5.969246605140672e-06 6.240303290757254e-06 6.097829234315576e-06 6.25843540640652e-06 6.283258880110332e-06 6.251667123385929e-06 6.425829675914981e-06 6.566856830603174e-06 6.48915374319826e-06 6.67186318279608e-06 6.837985213618285e-06 6.7635330045957255e-06 6.652757719347999e-06 6.643618606438285e-06 6.892123716776298e-06 7.046920576806339e-06 6.885318122058077e-06 6.8188905763420605e-06 6.826842333589321e-06 6.666910716480971e-06 6.528941815629249e-06 6.602891697809849e-06 6.73863418268102e-06 6.655408472035459e-06 6.587268810283914e-06 6.649606409287628e-06
5.364211123260273e-06 5.443748360248728e-06 5.577112123465577e-06 5.653241022407523e-06 5.680873568692024e-06 5.83810500969922e-06 5.781633837130029e-06 5.675150363744402e-06 5.747235883668526e-06 5.707670189352549e-06 5.6862497640988136e-06 5.645516029807695e-06 5.76484505277006e-06 5.900500346575344e-06 5.705408194297154e-06 5.6924943457239746e-06 5.7302595402573474e-06 5.678280988445557e-06 5.795219766945878e-06 5.990293996337552e-06 6.010080701207347e-06 6.211382891904566e-06 6.1059899568872366e-06 6.127718701175535e-06 6.068800621374444e-06 6.091376950971193e-06 6.091841445881657e-06 6.208091375922636e-06 6.235036600025719e-06 6.172648991684775e-06 5.951037326045125e-06 6.133448630543311e-06 6.415940394014204e-06 6.2353035435928495e-06 6.386893504723966e-06 6.3617615944878105e-06 6.356964056049881e-06 6.487480017692698e-06 6.640133731911263e-06 6.595109555637806e-06 6.724001515901785e-06 6.841318242171668e-06 6.809203509630554e-06 6.687967578125537e-06 6.683357667944038e-06 6.888699492358941e-06 7.037462876999529e-06 6.877625057430612e-06 6.83013326207187e-06 6.8243187885716515e-06 6.656741103662051e-06 6.533528532536019e-06 6.640337416284154e-06 6.812903816100702e-06 6.692083704086131e-06 6.709126709095696e-06 6.763999487453543e-06
5.491676370285197e-06 5.557408478128817e-06 5.721910203307596e-06 5.817991255005894e-06 5.8174568213919846e-06 5.9455443935794574e-06 5.923521659521929e-06 5.799020363697778e-06 5.839716940928168e-06 5.799304325854256e-06 5.772837387415389e-06 5.735097696209683e-06 5.7995494864005494e-06 5.922541834279778e-06 5.698012561160156e-06 5.656373682120466e-06 5.693419556326997e-06 5.6269019791855866e-06 5.710982382911757e-06 5.914100488846471e-06 5.93362113709605e-06 6.178976086250014e-06 6.111390973139024e-06 6.1421238522390375e-06 6.103830275242002e-06 6.195295136932324e-06 6.139005374653534e-06 6.30186593551261e-06 6.339635376837468e-06 6.375838106236583e-06 6.141351845056732e-06 6.318586525022152e-06 6.601141319916344e-06 6.415773291866104e-06 6.534444686180343e-06 6.4544350723279616e-06 6.4777021702604735e-06 6.56080369444288e-06 6.709474020823886e-06 6.711808460432945e-06 6.770853715102356e-06 6.826235815568153e-06 6.844448581052183e-06 6.722053433379509e-06 6.719551328799116e-06 6.863919318625234e-06 6.988288144190326e-06 6.853688592155881e-06 6.818987079858245e-06 6.798199737516212e-06 6.637898605102841e-06 6.53413825370735e-06 6.674785046339573e-06 6.884427810793925e-06 6.731843497457691e-06 6.837337645703339e-06 6.883304806278114e-06
